N_Fe N_B T d n_Fe n_Fe_SRH n_FeB n_FeB_SRH
3.162000E+10 1.400E+15 335 1.500E-4 1.027700421E+00 1.029067086E+00 1.012974845E+00 1.013891088E+00
4.642000E+10 1.400E+15 335 1.500E-4 1.027969300E+00 1.028912124E+00 1.013252236E+00 1.013891668E+00
6.813000E+10 1.400E+15 335 1.500E-4 1.028042965E+00 1.028689156E+00 1.013449343E+00 1.013892778E+00
1.000000E+11 1.400E+15 335 1.500E-4 1.027930925E+00 1.028371292E+00 1.013588659E+00 1.013894953E+00
1.468000E+11 1.400E+15 335 1.500E-4 1.027625785E+00 1.027924234E+00 1.013688155E+00 1.013899290E+00
2.154000E+11 1.400E+15 335 1.500E-4 1.027106688E+00 1.027307769E+00 1.013762533E+00 1.013908028E+00
3.162000E+11 1.400E+15 335 1.500E-4 1.026347248E+00 1.026481834E+00 1.013825274E+00 1.013925684E+00
4.642000E+11 1.400E+15 335 1.500E-4 1.025331338E+00 1.025420766E+00 1.013891626E+00 1.013961170E+00
6.813000E+11 1.400E+15 335 1.500E-4 1.024079959E+00 1.024138967E+00 1.013983054E+00 1.014031530E+00
1.000000E+12 1.400E+15 335 1.500E-4 1.022687216E+00 1.022725996E+00 1.014133716E+00 1.014167860E+00
1.468000E+12 1.400E+15 335 1.500E-4 1.021350557E+00 1.021376157E+00 1.014398748E+00 1.014423187E+00
2.154000E+12 1.400E+15 335 1.500E-4 1.020363153E+00 1.020380407E+00 1.014862622E+00 1.014880534E+00
3.162000E+12 1.400E+15 335 1.500E-4 1.020041025E+00 1.020053174E+00 1.028533416E+00 1.028528018E+00
4.642000E+12 1.400E+15 335 1.500E-4 1.020607152E+00 1.020616269E+00 1.054902991E+00 1.054906303E+00
6.813000E+12 1.400E+15 335 1.500E-4 1.022120297E+00 1.022127624E+00 1.076991238E+00 1.076999827E+00
1.000000E+13 1.400E+15 335 1.500E-4 1.024512630E+00 1.024518860E+00 1.093592217E+00 1.093603267E+00
1.000000E+10 1.400E+15 340 1.500E-4 1.034601202E+00 1.040678517E+00 1.013331978E+00 1.016330370E+00
1.468000E+10 1.400E+15 340 1.500E-4 1.036249377E+00 1.040605179E+00 1.014146909E+00 1.016325144E+00
2.154000E+10 1.400E+15 340 1.500E-4 1.037423865E+00 1.040498106E+00 1.014763167E+00 1.016317524E+00
3.162000E+10 1.400E+15 340 1.500E-4 1.038197863E+00 1.040342174E+00 1.015212024E+00 1.016306441E+00
4.642000E+10 1.400E+15 340 1.500E-4 1.038633818E+00 1.040115912E+00 1.015527272E+00 1.016290392E+00
6.813000E+10 1.400E+15 340 1.500E-4 1.038772486E+00 1.039789352E+00 1.015738837E+00 1.016267303E+00
1.000000E+11 1.400E+15 340 1.500E-4 1.038628517E+00 1.039321696E+00 1.015870162E+00 1.016234401E+00
1.468000E+11 1.400E+15 340 1.500E-4 1.038190017E+00 1.038659559E+00 1.015937918E+00 1.016188187E+00
2.154000E+11 1.400E+15 340 1.500E-4 1.037421593E+00 1.037737452E+00 1.015953028E+00 1.016124678E+00
3.162000E+11 1.400E+15 340 1.500E-4 1.036272990E+00 1.036483733E+00 1.015922654E+00 1.016040305E+00
4.642000E+11 1.400E+15 340 1.500E-4 1.034697957E+00 1.034837179E+00 1.015853450E+00 1.015934142E+00
6.813000E+11 1.400E+15 340 1.500E-4 1.032689034E+00 1.032779953E+00 1.015757013E+00 1.015812490E+00
1.000000E+12 1.400E+15 340 1.500E-4 1.030329387E+00 1.030388070E+00 1.015658515E+00 1.015696857E+00
1.468000E+12 1.400E+15 340 1.500E-4 1.027847308E+00 1.027884895E+00 1.015609133E+00 1.015635895E+00
2.154000E+12 1.400E+15 340 1.500E-4 1.025631479E+00 1.025655674E+00 1.015698602E+00 1.015717606E+00
3.162000E+12 1.400E+15 340 1.500E-4 1.024152271E+00 1.024168300E+00 1.016060897E+00 1.016074769E+00
4.642000E+12 1.400E+15 340 1.500E-4 1.023785572E+00 1.023796828E+00 1.016861818E+00 1.016872350E+00
6.813000E+12 1.400E+15 340 1.500E-4 1.024655007E+00 1.024663537E+00 1.018265485E+00 1.018273883E+00
1.000000E+13 1.400E+15 340 1.500E-4 1.026645882E+00 1.026652818E+00 1.020395277E+00 1.020402324E+00
1.000000E+10 1.400E+15 290 1.800E-4 1.202663865E+00 1.204389104E+00 1.193365292E+00 1.197116529E+00
1.468000E+10 1.400E+15 290 1.800E-4 1.203255738E+00 1.204455074E+00 1.194469345E+00 1.197137149E+00
2.154000E+10 1.400E+15 290 1.800E-4 1.203721199E+00 1.204551075E+00 1.195291217E+00 1.197167322E+00
3.162000E+10 1.400E+15 290 1.800E-4 1.204117670E+00 1.204690314E+00 1.195902673E+00 1.197211492E+00
4.642000E+10 1.400E+15 290 1.800E-4 1.204496519E+00 1.204891219E+00 1.196367842E+00 1.197276124E+00
6.813000E+10 1.400E+15 290 1.800E-4 1.204906745E+00 1.205178943E+00 1.196742094E+00 1.197370582E+00
1.000000E+11 1.400E+15 290 1.800E-4 1.205398537E+00 1.205586675E+00 1.197073849E+00 1.197508382E+00
1.468000E+11 1.400E+15 290 1.800E-4 1.206025520E+00 1.206156132E+00 1.197408076E+00 1.197708871E+00
2.154000E+11 1.400E+15 290 1.800E-4 1.206844802E+00 1.206936119E+00 1.197817661E+00 1.198027935E+00
3.162000E+11 1.400E+15 290 1.800E-4 1.207913643E+00 1.207978160E+00 1.198300109E+00 1.198447006E+00
4.642000E+11 1.400E+15 290 1.800E-4 1.209282870E+00 1.209329135E+00 1.198940898E+00 1.199044416E+00
6.813000E+11 1.400E+15 290 1.800E-4 1.210989756E+00 1.211023596E+00 1.199811993E+00 1.199885848E+00
1.000000E+12 1.400E+15 290 1.800E-4 1.213055586E+00 1.213080971E+00 1.200997968E+00 1.201051529E+00
1.468000E+12 1.400E+15 290 1.800E-4 1.215491056E+00 1.215510654E+00 1.202609296E+00 1.202649018E+00
2.154000E+12 1.400E+15 290 1.800E-4 1.218303803E+00 1.218319397E+00 1.204730615E+00 1.204760816E+00
3.162000E+12 1.400E+15 290 1.800E-4 1.221497356E+00 1.221510121E+00 1.207451464E+00 1.207475076E+00
4.642000E+12 1.400E+15 290 1.800E-4 1.225060141E+00 1.225070838E+00 1.210808228E+00 1.210827203E+00
6.813000E+12 1.400E+15 290 1.800E-4 1.228957553E+00 1.228966661E+00 1.214778439E+00 1.214794035E+00
1.000000E+13 1.400E+15 290 1.800E-4 1.233555060E+00 1.233562886E+00 1.219294411E+00 1.219307455E+00
1.000000E+10 1.400E+15 295 1.800E-4 1.196250170E+00 1.197820730E+00 1.194215368E+00 1.197695610E+00
1.468000E+10 1.400E+15 295 1.800E-4 1.196844780E+00 1.197931080E+00 1.195246160E+00 1.197713751E+00
