N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe Jsc_FeB Eta_FeB Voc_FeB FF_FeB Jsc_e Eta_e Voc_e FF_e
3.162000E+11 1.000E+15 305 1.800E-4 6.795538E-1 2.374630E+1 4.577620E-1 7.633670E+1 7.054500E-1 2.554790E+1 4.602210E-1 7.869050E+1 3.6708767E+00 7.0518516E+00 5.3430852E-01 2.9912124E+00
4.642000E+11 1.000E+15 305 1.800E-4 6.593061E-1 2.250450E+1 4.458510E-1 7.655850E+1 6.941539E-1 2.465310E+1 4.527040E-1 7.845160E+1 5.0201836E+00 8.7153340E+00 1.5137927E+00 2.4130802E+00
6.813000E+11 1.000E+15 305 1.800E-4 6.334380E-1 2.109780E+1 4.341950E-1 7.670950E+1 6.788122E-1 2.360040E+1 4.446780E-1 7.818520E+1 6.6843525E+00 1.0604058E+01 2.3574362E+00 1.8874416E+00
1.000000E+12 1.000E+15 305 1.800E-4 6.019122E-1 1.954950E+1 4.233920E-1 7.671140E+1 6.585942E-1 2.238430E+1 4.363380E-1 7.789360E+1 8.6065137E+00 1.2664233E+01 2.9669660E+00 1.5177113E+00
1.468000E+12 1.000E+15 305 1.800E-4 5.655335E-1 1.790670E+1 4.134800E-1 7.657780E+1 6.329568E-1 2.101010E+1 4.278720E-1 7.757830E+1 1.0652117E+01 1.4770991E+01 3.3636228E+00 1.2896648E+00
2.154000E+12 1.000E+15 305 1.800E-4 5.258934E-1 1.623350E+1 4.043230E-1 7.634610E+1 6.019321E-1 1.950150E+1 4.194460E-1 7.724020E+1 1.2632438E+01 1.6757685E+01 3.6054701E+00 1.1575579E+00
3.162000E+12 1.000E+15 305 1.800E-4 4.849152E-1 1.459390E+1 3.957490E-1 7.604760E+1 5.663197E-1 1.790270E+1 4.111200E-1 7.689330E+1 1.4374301E+01 1.8482128E+01 3.7388111E+00 1.0998357E+00
4.642000E+12 1.000E+15 305 1.800E-4 4.442246E-1 1.303310E+1 3.875680E-1 7.570020E+1 5.276030E-1 1.627240E+1 4.029750E-1 7.653600E+1 1.5803246E+01 1.9906713E+01 3.8233141E+00 1.0920351E+00
6.813000E+12 1.000E+15 305 1.800E-4 4.047615E-1 1.157060E+1 3.795890E-1 7.530820E+1 4.875357E-1 1.466860E+1 3.950530E-1 7.615990E+1 1.6978080E+01 2.1119943E+01 3.9144115E+00 1.1183050E+00
1.000000E+13 1.000E+15 305 1.800E-4 3.668399E-1 1.020680E+1 3.715380E-1 7.488770E+1 4.476016E-1 1.313310E+1 3.873060E-1 7.575680E+1 1.8043211E+01 2.2281868E+01 4.0711995E+00 1.1472237E+00
1.468000E+13 1.000E+15 305 1.800E-4 3.304928E-1 8.936200E+0 3.633220E-1 7.442190E+1 4.086811E-1 1.168520E+1 3.796350E-1 7.531590E+1 1.9131861E+01 2.3525485E+01 4.2970221E+00 1.1870004E+00
2.154000E+13 1.000E+15 305 1.800E-4 2.957878E-1 7.756300E+0 3.548660E-1 7.389460E+1 3.710976E-1 1.032720E+1 3.717960E-1 7.484940E+1 2.0293799E+01 2.4894453E+01 4.5535724E+00 1.2756281E+00
3.162000E+13 1.000E+15 305 1.800E-4 2.629361E-1 6.669800E+0 3.460960E-1 7.329390E+1 3.349166E-1 9.055400E+0 3.637570E-1 7.432950E+1 2.1492067E+01 2.6344502E+01 4.8551643E+00 1.3932557E+00
4.642000E+13 1.000E+15 305 1.800E-4 2.322322E-1 5.681300E+0 3.369360E-1 7.260650E+1 3.002337E-1 7.869100E+0 3.554600E-1 7.373500E+1 2.2649523E+01 2.7802417E+01 5.2112755E+00 1.5304808E+00
6.813000E+13 1.000E+15 305 1.800E-4 2.039513E-1 4.793700E+0 3.272890E-1 7.181530E+1 2.672807E-1 6.772100E+0 3.468440E-1 7.305040E+1 2.3693967E+01 2.9213981E+01 5.6379813E+00 1.6907505E+00
1.000000E+14 1.000E+15 305 1.800E-4 1.782853E-1 4.007200E+0 3.170200E-1 7.089860E+1 2.363714E-1 5.770400E+0 3.378500E-1 7.225810E+1 2.4574081E+01 3.0555941E+01 6.1654580E+00 1.8814500E+00
1.000000E+10 1.000E+15 310 1.800E-4 7.328631E-1 2.768380E+1 4.797620E-1 7.873680E+1 7.338811E-1 2.781950E+1 4.788090E-1 7.917020E+1 1.3871457E-01 4.8778734E-01 -1.9903552E-01 5.4742820E-01
1.468000E+10 1.000E+15 310 1.800E-4 7.319867E-1 2.754450E+1 4.792470E-1 7.851860E+1 7.334662E-1 2.773910E+1 4.779110E-1 7.913450E+1 2.0171345E-01 7.0153682E-01 -2.7954996E-01 7.7829518E-01
2.154000E+10 1.000E+15 310 1.800E-4 7.307073E-1 2.734860E+1 4.784870E-1 7.822070E+1 7.328590E-1 2.762520E+1 4.766520E-1 7.908310E+1 2.9360354E-01 1.0012597E+00 -3.8497688E-01 1.0904985E+00
3.162000E+10 1.000E+15 310 1.800E-4 7.288441E-1 2.707800E+1 4.773620E-1 7.782780E+1 7.319713E-1 2.746600E+1 4.749190E-1 7.901010E+1 4.2722987E-01 1.4126556E+00 -5.1440351E-01 1.4963910E+00
