N_Fe N_B T d n_Fe n_Fe_SRH n_FeB n_FeB_SRH
1.000000E+12 1.000E+15 335 1.500E-4 1.036786203E+00 1.036842929E+00 1.018796936E+00 1.018833397E+00
1.468000E+12 1.000E+15 335 1.500E-4 1.033678668E+00 1.033714792E+00 1.018645177E+00 1.018670444E+00
2.154000E+12 1.000E+15 335 1.500E-4 1.030748699E+00 1.030771648E+00 1.018611410E+00 1.018629164E+00
3.162000E+12 1.000E+15 335 1.500E-4 1.028566952E+00 1.028581816E+00 1.018842534E+00 1.018855304E+00
4.642000E+12 1.000E+15 335 1.500E-4 1.027651672E+00 1.027661811E+00 1.019531683E+00 1.019541200E+00
6.813000E+12 1.000E+15 335 1.500E-4 1.028235978E+00 1.028243452E+00 1.020881903E+00 1.020889336E+00
1.000000E+13 1.000E+15 335 1.500E-4 1.030215409E+00 1.030221365E+00 1.023054881E+00 1.023060997E+00
1.000000E+10 1.000E+15 340 1.500E-4 1.058657734E+00 1.068351690E+00 1.021863979E+00 1.025943775E+00
1.468000E+10 1.000E+15 340 1.500E-4 1.061303140E+00 1.068243992E+00 1.022996047E+00 1.025929066E+00
2.154000E+10 1.000E+15 340 1.500E-4 1.063190500E+00 1.068086573E+00 1.023831382E+00 1.025907553E+00
3.162000E+10 1.000E+15 340 1.500E-4 1.064442374E+00 1.067856927E+00 1.024423327E+00 1.025876150E+00
4.642000E+10 1.000E+15 340 1.500E-4 1.065162318E+00 1.067522868E+00 1.024822301E+00 1.025830422E+00
6.813000E+10 1.000E+15 340 1.500E-4 1.065418437E+00 1.067038943E+00 1.025068797E+00 1.025764086E+00
1.000000E+11 1.000E+15 340 1.500E-4 1.065236405E+00 1.066342161E+00 1.025190985E+00 1.025668381E+00
1.468000E+11 1.000E+15 340 1.500E-4 1.064597610E+00 1.065347717E+00 1.025204728E+00 1.025531412E+00
2.154000E+11 1.000E+15 340 1.500E-4 1.063440882E+00 1.063946472E+00 1.025114748E+00 1.025337701E+00
3.162000E+11 1.000E+15 340 1.500E-4 1.061669884E+00 1.062008030E+00 1.024916676E+00 1.025068491E+00
4.642000E+11 1.000E+15 340 1.500E-4 1.059172250E+00 1.059396178E+00 1.024600729E+00 1.024703898E+00
6.813000E+11 1.000E+15 340 1.500E-4 1.055859959E+00 1.056006358E+00 1.024158705E+00 1.024228700E+00
1.000000E+12 1.000E+15 340 1.500E-4 1.051739610E+00 1.051833797E+00 1.023597121E+00 1.023644573E+00
1.468000E+12 1.000E+15 340 1.500E-4 1.047009122E+00 1.047068619E+00 1.022957420E+00 1.022989630E+00
2.154000E+12 1.000E+15 340 1.500E-4 1.042144755E+00 1.042181740E+00 1.022341694E+00 1.022363685E+00
3.162000E+12 1.000E+15 340 1.500E-4 1.037898369E+00 1.037921296E+00 1.021931488E+00 1.021946719E+00
4.642000E+12 1.000E+15 340 1.500E-4 1.035108423E+00 1.035123045E+00 1.021979523E+00 1.021990365E+00
6.813000E+12 1.000E+15 340 1.500E-4 1.034335247E+00 1.034345243E+00 1.022758582E+00 1.022766642E+00
1.000000E+13 1.000E+15 340 1.500E-4 1.035582973E+00 1.035590459E+00 1.024483498E+00 1.024489831E+00
1.000000E+10 1.000E+16 290 1.500E-4 1.236560334E+00 1.250516736E+00 1.207373945E+00 1.216158164E+00
1.468000E+10 1.000E+16 290 1.500E-4 1.239796594E+00 1.250559413E+00 1.209679257E+00 1.216214648E+00
2.154000E+10 1.000E+16 290 1.500E-4 1.242520703E+00 1.250621781E+00 1.211522167E+00 1.216297107E+00
3.162000E+10 1.000E+16 290 1.500E-4 1.244745071E+00 1.250712920E+00 1.212980049E+00 1.216417374E+00
4.642000E+10 1.000E+16 290 1.500E-4 1.246525359E+00 1.250845935E+00 1.214144584E+00 1.216592430E+00
6.813000E+10 1.000E+16 290 1.500E-4 1.247951197E+00 1.251039646E+00 1.215114515E+00 1.216846333E+00
1.000000E+11 1.000E+16 290 1.500E-4 1.249130763E+00 1.251320789E+00 1.215990284E+00 1.217212720E+00
1.468000E+11 1.000E+16 290 1.500E-4 1.250179305E+00 1.251726812E+00 1.216872920E+00 1.217737551E+00
2.154000E+11 1.000E+16 290 1.500E-4 1.251214566E+00 1.252309025E+00 1.217866072E+00 1.218481645E+00
3.162000E+11 1.000E+16 290 1.500E-4 1.252357414E+00 1.253135593E+00 1.219078571E+00 1.219521855E+00
4.642000E+11 1.000E+16 290 1.500E-4 1.253734201E+00 1.254293005E+00 1.220624536E+00 1.220949079E+00
6.813000E+11 1.000E+16 290 1.500E-4 1.255476729E+00 1.255883893E+00 1.222618004E+00 1.222860784E+00
1.000000E+12 1.000E+16 290 1.500E-4 1.257715906E+00 1.258018247E+00 1.225160380E+00 1.225346676E+00
1.468000E+12 1.000E+16 290 1.500E-4 1.260566322E+00 1.260795872E+00 1.228322006E+00 1.228468880E+00
2.154000E+12 1.000E+16 290 1.500E-4 1.264102894E+00 1.264281324E+00 1.232124060E+00 1.232242846E+00
3.162000E+12 1.000E+16 290 1.500E-4 1.268337375E+00 1.268479168E+00 1.236531021E+00 1.236629118E+00
4.642000E+12 1.000E+16 290 1.500E-4 1.273208343E+00 1.273323080E+00 1.241461766E+00 1.241543950E+00
6.813000E+12 1.000E+16 290 1.500E-4 1.278595619E+00 1.278689631E+00 1.246814711E+00 1.246884126E+00
1.000000E+13 1.000E+16 290 1.500E-4 1.284355334E+00 1.284432887E+00 1.252498418E+00 1.252557155E+00
1.000000E+10 1.000E+16 295 1.500E-4 1.238911767E+00 1.251555613E+00 1.209717281E+00 1.218448413E+00
