N_Fe N_B T d n_Fe n_Fe_SRH n_FeB n_FeB_SRH
3.162000E+10 1.000E+17 336 1.800E-4 1.291334266E+00 1.338952437E+00 1.206409609E+00 1.231413576E+00
4.642000E+10 1.000E+17 336 1.800E-4 1.304690263E+00 1.339233671E+00 1.217356271E+00 1.234839218E+00
6.813000E+10 1.000E+17 336 1.800E-4 1.314840787E+00 1.339635471E+00 1.227209384E+00 1.239247114E+00
1.000000E+11 1.000E+17 336 1.800E-4 1.322564021E+00 1.340202909E+00 1.236487628E+00 1.244669692E+00
1.468000E+11 1.000E+17 336 1.800E-4 1.328543888E+00 1.340991748E+00 1.245491259E+00 1.250994709E+00
2.154000E+11 1.000E+17 336 1.800E-4 1.333342087E+00 1.342065496E+00 1.254277099E+00 1.257951874E+00
3.162000E+11 1.000E+17 336 1.800E-4 1.337404731E+00 1.343488007E+00 1.262718291E+00 1.265165078E+00
4.642000E+11 1.000E+17 336 1.800E-4 1.341074462E+00 1.345311497E+00 1.270621653E+00 1.272255398E+00
6.813000E+11 1.000E+17 336 1.800E-4 1.344597962E+00 1.347562608E+00 1.277839442E+00 1.278940092E+00
1.000000E+12 1.000E+17 336 1.800E-4 1.348133606E+00 1.350233371E+00 1.284323565E+00 1.285076044E+00
1.468000E+12 1.000E+17 336 1.800E-4 1.351765629E+00 1.353283402E+00 1.290117524E+00 1.290642020E+00
2.154000E+12 1.000E+17 336 1.800E-4 1.355526995E+00 1.356653994E+00 1.295318614E+00 1.295692786E+00
3.162000E+12 1.000E+17 336 1.800E-4 1.359425145E+00 1.360287179E+00 1.300043693E+00 1.300317670E+00
4.642000E+12 1.000E+17 336 1.800E-4 1.363462962E+00 1.364141119E+00 1.304399521E+00 1.304635981E+00
6.813000E+12 1.000E+17 336 1.800E-4 1.367650075E+00 1.368196185E+00 1.308587762E+00 1.308781967E+00
1.000000E+13 1.000E+17 336 1.800E-4 1.372003899E+00 1.372451366E+00 1.312620739E+00 1.312765195E+00
1.000000E+10 1.778E+15 293 1.800E-4 1.207258286E+00 1.209406359E+00 1.195048931E+00 1.199065364E+00
1.468000E+10 1.778E+15 293 1.800E-4 1.207975255E+00 1.209472444E+00 1.196222180E+00 1.199086873E+00
